player,squad,league,pos,age,nation,is_world_cup,playing_time_min,gls_per90,ast_per90,xg_per90,npxg_per90,xag_per90,sh_per90,sot_per90,touches_per90,prog_carries_per90,prog_passes_per90,tackles_tkl_per90,int_per90,clr_per90,pass_completion_pct,_match_score,_match_strategy,market_value_eur,market_value_raw,position_detail,age_tm,contract_expires,nationality_tm,image_url,local_image_path,sportsdb_image_url
Dominik Livakovic,Fenerbahce,World Cup 2026,GK,29.0,CRO,1,2420.0,0.162,0.0,0.0,0.0,0.0,0.592,0.191,48.358,0.193,4.156,0.458,0.04,0.507,55.0,100.0,full_key,13860000.0,€13.9M,GK,29.0,2027.0,CRO,https://upload.wikimedia.org/wikipedia/commons/b/b5/Dominik_Livakovi%C4%87_2021.jpg,app/static/players/dominik_livakovic.jpg,
Bruno Petkovic,Dinamo Zagreb,World Cup 2026,FW,31.0,CRO,1,3061.0,0.22,0.215,0.374,0.386,0.0,3.901,1.195,39.645,4.555,3.913,0.446,0.474,0.0,75.6,100.0,full_key,7140000.0,€7.1M,FW,31.0,2026.0,CRO,https://upload.wikimedia.org/wikipedia/commons/0/00/Bruno-Petkovic.png,app/static/players/bruno_petkovic.png,
Arthur Theate,Rennes,World Cup 2026,DF,24.0,BEL,1,1779.0,0.129,0.0,0.053,0.053,0.06,1.559,0.225,58.126,3.428,5.997,3.29,1.994,4.603,79.2,100.0,full_key,12070000.0,€12.1M,DF,24.0,2025.0,BEL,https://upload.wikimedia.org/wikipedia/commons/9/96/Arthur_Theate_USMNT_v_Belgium_Mar_28_2026-22_%28cropped%29.jpg,app/static/players/arthur_theate.jpg,
Christian Eriksen,Manchester Utd,World Cup 2026,MF,33.0,DEN,1,1048.0,0.059,0.219,0.031,0.27,0.081,1.738,0.346,61.349,5.286,6.493,2.888,1.384,0.014,82.3,100.0,full_key,6030000.0,€6.0M,MF,33.0,2025.0,DEN,https://upload.wikimedia.org/wikipedia/commons/d/d8/EriksenTottenham2016%28cropped%29_2.jpg,app/static/players/christian_eriksen.jpg,
Pierre-Emile Hojbjerg,Atletico Madrid,World Cup 2026,MF,29.0,DEN,1,2766.0,0.151,0.254,0.022,0.023,0.192,1.056,0.081,79.927,5.817,5.759,2.855,1.441,0.0,89.7,100.0,full_key,20040000.0,€20.0M,MF,29.0,2027.0,DEN,https://upload.wikimedia.org/wikipedia/commons/9/9e/Pierre-Emile_H%C3%B8jbjerg.jpg,app/static/players/pierre-emile_hojbjerg.jpg,
Kasper Schmeichel,Anderlecht,World Cup 2026,GK,38.0,DEN,1,2542.0,0.079,0.0,0.026,0.0,0.0,0.242,0.0,35.028,0.208,5.368,0.406,0.415,1.031,68.5,100.0,full_key,4380000.0,€4.4M,GK,38.0,2028.0,DEN,https://upload.wikimedia.org/wikipedia/commons/e/e4/Wembley-Stadion_2013.jpg,app/static/players/kasper_schmeichel.jpg,
Andreas Christensen,Barcelona,World Cup 2026,DF,29.0,DEN,1,3064.0,0.055,0.071,0.026,0.0,0.0,0.869,0.419,62.812,2.431,4.501,3.679,1.998,5.434,80.2,100.0,full_key,9370000.0,€9.4M,DF,29.0,2026.0,DEN,https://upload.wikimedia.org/wikipedia/commons/d/d8/Estadi_Ol%C3%ADmpic_Llu%C3%ADs_Companys.JPG,app/static/players/andreas_christensen.jpg,
Joakim Maehle,Atalanta,World Cup 2026,DF,28.0,DEN,1,1776.0,0.024,0.0,0.219,0.093,0.059,0.0,0.0,53.356,2.044,4.813,2.521,2.071,5.798,88.8,100.0,full_key,18610000.0,€18.6M,DF,28.0,2027.0,DEN,https://upload.wikimedia.org/wikipedia/commons/1/17/Joakim_M%C3%A6hle_September_2019.jpg,app/static/players/joakim_maehle.jpg,
Mat Ryan,Real Sociedad,World Cup 2026,GK,33.0,AUS,1,1543.0,0.023,0.0,0.0,0.0,0.0,0.0,0.379,33.642,1.61,2.957,0.571,0.0,1.677,57.4,100.0,full_key,3190000.0,€3.2M,GK,33.0,2026.0,AUS,https://upload.wikimedia.org/wikipedia/commons/1/18/Ryan_rcl_asse_2425.png,app/static/players/mat_ryan.png,
Martin Boyle,Al-Faisaly,World Cup 2026,FW,31.0,AUS,1,2274.0,0.704,0.232,0.549,0.381,0.268,2.853,1.098,28.86,2.53,2.83,0.664,0.48,0.0,75.7,100.0,full_key,9830000.0,€9.8M,FW,31.0,2027.0,AUS,https://upload.wikimedia.org/wikipedia/commons/5/58/Frankie_Boyle_%282024%29_%28cropped%29.jpg,app/static/players/martin_boyle.jpg,
Mathew Leckie,Melbourne City,World Cup 2026,FW,34.0,AUS,1,2504.0,0.158,0.172,0.28,0.456,0.058,2.109,0.828,33.195,4.145,2.583,0.83,0.812,0.121,65.9,100.0,full_key,13860000.0,€13.9M,FW,34.0,2027.0,AUS,https://upload.wikimedia.org/wikipedia/commons/5/51/2022_FIFA_World_Cup_France_4%E2%80%931_Australia_-_%2811%29.jpg,app/static/players/mathew_leckie.jpg,
Riley McGree,Middlesbrough,World Cup 2026,MF,26.0,AUS,1,1149.0,0.309,0.333,0.235,0.165,0.115,1.883,0.282,74.234,6.115,8.429,3.356,1.383,0.0,87.0,100.0,full_key,18720000.0,€18.7M,MF,26.0,2027.0,AUS,https://upload.wikimedia.org/wikipedia/commons/e/e4/Wembley-Stadion_2013.jpg,app/static/players/riley_mcgree.jpg,
Ajdin Hrustic,Hellas Verona,World Cup 2026,MF,28.0,AUS,1,2452.0,0.064,0.343,0.0,0.209,0.18,1.74,0.591,70.495,6.204,7.627,2.359,0.905,1.628,89.8,100.0,full_key,10610000.0,€10.6M,MF,28.0,2026.0,AUS,https://upload.wikimedia.org/wikipedia/commons/3/34/Ajdin_Hrusti%C4%87_bij_Heracles_Almelo_%282025%29.JPG,app/static/players/ajdin_hrustic.jpg,
Sebastien Haller,Borussia Dortmund,World Cup 2026,FW,30.0,CIV,1,3230.0,0.322,0.164,0.302,0.255,0.234,3.329,1.185,37.057,3.9,3.376,0.54,1.047,0.0,75.1,100.0,full_key,25670000.0,€25.7M,FW,30.0,2027.0,CIV,https://upload.wikimedia.org/wikipedia/en/9/9c/Stade_d%27Ebimp%C3%A9.jpg,app/static/players/sebastien_haller.jpg,
Franck Kessie,Barcelona,World Cup 2026,MF,28.0,CIV,1,2386.0,0.164,0.0,0.381,0.212,0.213,1.312,0.051,61.173,4.676,6.175,2.175,1.153,1.113,92.9,100.0,full_key,7810000.0,€7.8M,MF,28.0,2026.0,CIV,https://upload.wikimedia.org/wikipedia/commons/4/43/Franck_Yannick_Kessi%C3%A9.jpg,app/static/players/franck_kessie.jpg,
Ibrahim Sangare,Nottm Forest,World Cup 2026,MF,27.0,CIV,1,1462.0,0.24,0.151,0.084,0.08,0.241,2.688,0.212,72.574,5.355,7.568,2.986,1.382,0.197,87.2,100.0,full_key,8950000.0,€8.9M,MF,27.0,2027.0,CIV,https://upload.wikimedia.org/wikipedia/commons/3/31/Ibrahim_Sangar%C3%A9_%282018-05-09%29.jpg,app/static/players/ibrahim_sangare.jpg,
Nicolas Pepe,Nice,World Cup 2026,FW,29.0,CIV,1,2513.0,0.522,0.302,0.466,0.355,0.192,2.611,0.731,46.342,4.729,3.111,1.389,0.581,0.0,66.0,100.0,full_key,35200000.0,€35.2M,FW,29.0,2026.0,CIV,https://upload.wikimedia.org/wikipedia/commons/b/bb/Nicolas_Pepe_LOSC_%28cropped2%29.jpg,app/static/players/nicolas_pepe.jpg,
Nicola Zalewski,Roma,World Cup 2026,FW,22.0,POL,1,3156.0,0.433,0.116,0.441,0.398,0.161,3.513,1.313,44.753,5.107,1.397,0.352,0.374,0.135,67.5,100.0,full_key,38750000.0,€38.8M,FW,22.0,2027.0,POL,https://upload.wikimedia.org/wikipedia/commons/3/34/Inter-Como_Serie_A_2024-2025.jpg,app/static/players/nicola_zalewski.jpg,
Jakub Kiwior,Arsenal,World Cup 2026,DF,24.0,POL,1,2182.0,0.0,0.044,0.0,0.076,0.031,0.695,0.0,62.632,2.066,6.467,3.462,1.803,6.173,83.4,100.0,full_key,5430000.0,€5.4M,DF,24.0,2026.0,POL,https://upload.wikimedia.org/wikipedia/commons/f/fb/1_arsenal_crystal_palace_epl_champions_2026.jpg,app/static/players/jakub_kiwior.jpg,
Arda Guler,Real Madrid,World Cup 2026,MF,19.0,TUR,1,2796.0,0.075,0.277,0.049,0.2,0.19,1.01,0.476,74.328,5.761,8.162,3.243,1.335,0.405,94.7,100.0,full_key,29700000.0,€29.7M,MF,19.0,2028.0,TUR,https://upload.wikimedia.org/wikipedia/commons/2/26/Derbide_Fenerbah%C3%A7e_Yedek_Oyuncu_Arda_G%C3%BCler_%282021-22_S%C3%BCper_Lig_-_Cropped%29.jpg,app/static/players/arda_guler.jpg,
Kenan Yildiz,Juventus,World Cup 2026,FW,19.0,TUR,1,1994.0,0.492,0.104,0.396,0.317,0.088,2.429,0.935,36.106,4.159,2.551,1.583,0.449,0.0,80.3,100.0,full_key,28700000.0,€28.7M,FW,19.0,2028.0,TUR,https://upload.wikimedia.org/wikipedia/commons/e/e0/Kenan_Y%C4%B1ld%C4%B1z_in_the_international_match_%28March_2025%29_%28cropped%29.jpg,app/static/players/kenan_yildiz.jpg,
Merih Demiral,Al-Qadsiah,World Cup 2026,DF,26.0,TUR,1,1456.0,0.0,0.002,0.186,0.081,0.085,0.831,0.0,60.609,0.81,5.835,2.902,1.942,4.436,81.8,100.0,full_key,8240000.0,€8.2M,DF,26.0,2027.0,TUR,https://upload.wikimedia.org/wikipedia/commons/8/88/Merih_Demiral_2026.jpg,app/static/players/merih_demiral.jpg,
Altay Bayindir,Manchester Utd,World Cup 2026,GK,26.0,TUR,1,1959.0,0.047,0.203,0.004,0.071,0.028,0.126,0.01,25.324,1.506,3.976,0.863,0.1,0.677,60.1,100.0,full_key,7230000.0,€7.2M,GK,26.0,2028.0,TUR,https://upload.wikimedia.org/wikipedia/commons/8/88/FA_Cup_Final.jpg,app/static/players/altay_bayindir.jpg,
Sergej Milinkovic-Savic,Al-Hilal,World Cup 2026,MF,29.0,SRB,1,1892.0,0.184,0.217,0.182,0.239,0.257,1.684,0.557,76.132,5.361,8.118,1.257,1.472,0.0,87.7,100.0,full_key,18900000.0,€18.9M,MF,29.0,2025.0,SRB,https://upload.wikimedia.org/wikipedia/commons/a/a2/Milinkovi%C4%87-Savi%C4%87_2018.jpg,app/static/players/sergej_milinkovic-savic.jpg,
Aleksandar Mitrovic,Al-Hilal,World Cup 2026,FW,30.0,SRB,1,2723.0,0.422,0.08,0.342,0.266,0.092,2.472,1.21,39.675,4.113,4.68,0.0,0.078,0.739,82.0,100.0,full_key,9560000.0,€9.6M,FW,30.0,2028.0,SRB,https://upload.wikimedia.org/wikipedia/commons/7/78/Aleksandar_Mitrovi%C4%87_2018_%28cropped%29.jpg,app/static/players/aleksandar_mitrovic.jpg,
Nikola Milenkovic,Nottm Forest,World Cup 2026,DF,27.0,SRB,1,2962.0,0.0,0.096,0.027,0.0,0.0,0.88,0.0,68.079,2.262,5.237,3.022,2.045,4.867,92.4,100.0,full_key,5310000.0,€5.3M,DF,27.0,2026.0,SRB,https://upload.wikimedia.org/wikipedia/en/6/67/2023_UEFA_Europa_Conference_League_Final_programme.jpg,app/static/players/nikola_milenkovic.jpg,
Predrag Rajkovic,Atletico Madrid,World Cup 2026,GK,30.0,SRB,1,1420.0,0.042,0.094,0.0,0.0,0.091,0.411,0.126,45.751,0.085,3.319,0.157,0.0,2.149,67.9,100.0,full_key,2580000.0,€2.6M,GK,30.0,2026.0,SRB,https://upload.wikimedia.org/wikipedia/commons/9/9c/Predrag_Rajkovi%C4%87_2018.jpg,app/static/players/predrag_rajkovic.jpg,
Andrija Zivkovic,PAOK,World Cup 2026,FW,29.0,SRB,1,1909.0,0.479,0.239,0.415,0.241,0.063,2.589,1.695,28.163,4.659,4.528,1.633,0.0,0.0,67.5,100.0,full_key,20720000.0,€20.7M,FW,29.0,2028.0,SRB,https://upload.wikimedia.org/wikipedia/commons/c/c0/Andrija_%C5%BDivkovi%C4%87_2020.jpg,app/static/players/andrija_zivkovic.jpg,
Giorgi Mamardashvili,Valencia,World Cup 2026,GK,24.0,GEO,1,2418.0,0.0,0.0,0.0,0.014,0.034,0.545,0.203,32.005,0.614,2.637,0.251,0.082,2.12,74.2,100.0,full_key,9440000.0,€9.4M,GK,24.0,2027.0,GEO,https://upload.wikimedia.org/wikipedia/commons/8/85/Giorgi_Loria.jpg,app/static/players/giorgi_mamardashvili.jpg,
Georges Mikautadze,Lyon,World Cup 2026,FW,23.0,GEO,1,1875.0,0.344,0.131,0.606,0.468,0.124,2.645,0.837,33.16,3.932,1.883,1.78,0.686,0.0,69.7,100.0,full_key,24950000.0,€24.9M,FW,23.0,2028.0,GEO,https://upload.wikimedia.org/wikipedia/commons/6/60/Mikautadze_asse_ol_2425.png,app/static/players/georges_mikautadze.png,
Tornike Okriashvili,Konyaspor,World Cup 2026,FW,32.0,GEO,1,2719.0,0.107,0.169,0.262,0.283,0.082,2.852,0.604,25.924,4.163,5.931,0.206,0.0,0.142,76.4,100.0,full_key,12950000.0,€12.9M,FW,32.0,2026.0,GEO,https://upload.wikimedia.org/wikipedia/commons/9/96/Tornike_Okriashvili_cropped.jpg,app/static/players/tornike_okriashvili.jpg,
Luka Lochoshvili,Wolfsburg,World Cup 2026,DF,24.0,GEO,1,2999.0,0.082,0.112,0.0,0.0,0.162,0.597,0.199,47.584,2.264,7.351,3.234,1.937,5.834,78.2,100.0,full_key,10300000.0,€10.3M,DF,24.0,2025.0,GEO,https://upload.wikimedia.org/wikipedia/commons/d/dd/FC_Red_Bull_Salzburg_gegen_Wolfsberger_AC_%282022-02-20%29_26_%28cropped%29.jpg,app/static/players/luka_lochoshvili.jpg,
Enner Valencia,Independiente del Valle,World Cup 2026,FW,35.0,ECU,1,2294.0,0.554,0.108,0.441,0.269,0.171,2.272,1.301,26.682,4.077,3.524,0.696,0.551,0.433,80.6,100.0,full_key,18600000.0,€18.6M,FW,35.0,2028.0,ECU,https://upload.wikimedia.org/wikipedia/commons/3/35/2022_FIFA_World_Cup_Qatar_0%E2%80%932_Ecuador_-_%2813%29.jpg,app/static/players/enner_valencia.jpg,
Jeremy Sarmiento,Brighton,World Cup 2026,FW,23.0,ECU,1,2118.0,0.439,0.209,0.498,0.502,0.206,3.806,1.0,34.649,4.734,3.934,0.639,0.562,0.0,80.5,100.0,full_key,43200000.0,€43.2M,FW,23.0,2025.0,ECU,https://upload.wikimedia.org/wikipedia/commons/e/e4/Wembley-Stadion_2013.jpg,app/static/players/jeremy_sarmiento.jpg,
David Alaba,Real Madrid,World Cup 2026,DF,32.0,AUT,1,3274.0,0.066,0.025,0.0,0.178,0.066,0.187,0.477,57.599,1.688,6.512,3.366,1.598,3.775,77.8,100.0,full_key,15390000.0,€15.4M,DF,32.0,2026.0,AUT,https://upload.wikimedia.org/wikipedia/commons/f/f4/20180610_FIFA_Friendly_Match_Austria_vs._Brazil_David_Alaba_850_1632.jpg,app/static/players/david_alaba.jpg,
Michael Gregoritsch,SC Freiburg,World Cup 2026,FW,30.0,AUT,1,1132.0,0.598,0.165,0.353,0.33,0.1,3.475,0.981,33.957,4.124,2.95,1.183,1.123,0.255,70.1,100.0,full_key,27100000.0,€27.1M,FW,30.0,2028.0,AUT,https://upload.wikimedia.org/wikipedia/commons/a/a9/Michael_Gregoritsch_U21_Austria_vs._Albania_2014-03-05_01.jpg,app/static/players/michael_gregoritsch.jpg,
Kieran Tierney,Real Sociedad,World Cup 2026,DF,27.0,SCO,1,2894.0,0.016,0.092,0.086,0.0,0.077,0.071,0.0,64.857,3.198,6.793,3.608,1.665,3.961,92.3,100.0,full_key,13800000.0,€13.8M,DF,27.0,2027.0,SCO,https://upload.wikimedia.org/wikipedia/commons/b/b0/2023_MLS_All_Star_Game_2023-07-19_corner_kick.jpg,app/static/players/kieran_tierney.jpg,
Scott McTominay,Napoli,World Cup 2026,MF,28.0,SCO,1,1150.0,0.477,0.259,0.056,0.092,0.195,1.684,0.494,69.467,4.19,7.865,2.952,1.486,0.462,92.8,100.0,full_key,26660000.0,€26.7M,MF,28.0,2027.0,SCO,https://upload.wikimedia.org/wikipedia/commons/d/d2/London_Wembley.jpg,app/static/players/scott_mctominay.jpg,
Billy Gilmour,Napoli,World Cup 2026,MF,23.0,SCO,1,1001.0,0.336,0.25,0.065,0.136,0.154,1.263,0.146,64.169,4.263,8.563,1.739,1.442,0.0,91.0,100.0,full_key,10740000.0,€10.7M,MF,23.0,2026.0,SCO,https://upload.wikimedia.org/wikipedia/commons/b/b1/Billy_Gilmour_2021-08-07_1_%28cropped%29_%28cropped%29.jpg,app/static/players/billy_gilmour.jpg,
Lawrence Shankland,Hearts,World Cup 2026,FW,29.0,SCO,1,2764.0,0.383,0.323,0.463,0.312,0.049,2.457,0.847,38.839,4.684,2.64,0.07,0.253,0.505,76.5,100.0,full_key,12760000.0,€12.8M,FW,29.0,2025.0,SCO,https://upload.wikimedia.org/wikipedia/commons/3/39/Lawrence_Shankland_Scotland_v_Bolivia_6_June_2026-66.jpg,app/static/players/lawrence_shankland.jpg,
Sander Berge,Burnley,World Cup 2026,MF,27.0,NOR,1,1374.0,0.185,0.293,0.119,0.028,0.215,0.984,0.0,64.665,5.037,6.327,3.662,1.749,0.765,89.3,100.0,full_key,21490000.0,€21.5M,MF,27.0,2027.0,NOR,https://upload.wikimedia.org/wikipedia/commons/1/1c/Norway_Italy_-_June_2025_E_25_%28cropped%29.jpg,app/static/players/sander_berge.jpg,
Mehdi Taremi,Inter Milan,World Cup 2026,FW,32.0,IRN,1,2226.0,0.452,0.106,0.266,0.366,0.235,2.902,1.127,34.037,6.613,3.36,0.807,0.0,1.219,77.3,100.0,full_key,19510000.0,€19.5M,FW,32.0,2027.0,IRN,https://upload.wikimedia.org/wikipedia/commons/3/34/Inter-Como_Serie_A_2024-2025.jpg,app/static/players/mehdi_taremi.jpg,
Alireza Jahanbakhsh,Feyenoord,World Cup 2026,FW,31.0,IRN,1,2005.0,0.615,0.194,0.314,0.257,0.011,2.361,0.878,36.964,4.744,1.44,1.208,0.301,0.0,69.9,100.0,full_key,22610000.0,€22.6M,FW,31.0,2026.0,IRN,https://upload.wikimedia.org/wikipedia/commons/3/3e/2022_FIFA_World_Cup_England_6%E2%80%932_Iran_-_%2826%29_%28cropped%29.jpg,app/static/players/alireza_jahanbakhsh.jpg,
Sardar Azmoun,Bayer Leverkusen,World Cup 2026,FW,30.0,IRN,1,2107.0,0.351,0.238,0.436,0.361,0.074,2.206,0.81,36.94,3.628,2.073,1.385,0.703,0.393,74.6,100.0,full_key,13880000.0,€13.9M,FW,30.0,2026.0,IRN,https://upload.wikimedia.org/wikipedia/commons/8/84/Sardar_Azmoun_-_IRN_vs_USA_-_FIFA_WC_2022.jpg,app/static/players/sardar_azmoun.jpg,
Milad Mohammadi,AEK Athens,World Cup 2026,DF,32.0,IRN,1,1660.0,0.007,0.197,0.0,0.0,0.053,0.922,0.0,73.493,1.71,6.201,4.017,1.996,4.477,80.0,100.0,full_key,3920000.0,€3.9M,DF,32.0,2027.0,IRN,https://upload.wikimedia.org/wikipedia/commons/8/8c/Milad.erfanpour.jpg,app/static/players/milad_mohammadi.jpg,
Matěj Kovář,20,,GK,,CZE,1,1449.6805555555554,0.0438861111111111,0.0159638888888888,0.0180055555555555,0.0207861111111111,0.0203,0.1474666666666666,0.0930416666666666,26.078188888888892,0.3881305555555555,2.188919444444444,0.1265444444444444,0.0839416666666666,0.8372777777777776,63.07777777777777,,wc2026_wiki,4504305.555555555,,,,,Czech Republic,https://upload.wikimedia.org/wikipedia/commons/b/bb/Matj_kova-1772635856_%28cropped%29.JPG,app/static/players/mat_j_kov.jpg,
David Zima,25,,DF,,CZE,1,1528.7192307692303,0.0398596153846153,0.057951923076923,0.0464625,0.0342192307692307,0.0439923076923076,0.3522009615384615,0.117626923076923,43.80799903846154,1.6831634615384616,4.476129807692307,2.3240471153846154,1.3613653846153846,3.396225,83.43846153846154,,wc2026_wiki,12526096.153846152,,,,,Czech Republic,https://upload.wikimedia.org/wikipedia/commons/e/e6/David_Zima_CZE-KUW_2021-11-11_%28cropped%29.jpg,app/static/players/david_zima.jpg,
Tomáš Holeš,41,,DF,,CZE,1,1528.7192307692303,0.0398596153846153,0.057951923076923,0.0464625,0.0342192307692307,0.0439923076923076,0.3522009615384615,0.117626923076923,43.80799903846154,1.6831634615384616,4.476129807692307,2.3240471153846154,1.3613653846153846,3.396225,83.43846153846154,,wc2026_wiki,12526096.153846152,,,,,Czech Republic,https://upload.wikimedia.org/wikipedia/commons/5/59/Tom%C3%A1%C5%A1_Hole%C5%A1_Jablonec-Ostrava.jpg,app/static/players/tom_hole.jpg,
Robin Hranáč,14,,DF,,CZE,1,1528.7192307692303,0.0398596153846153,0.057951923076923,0.0464625,0.0342192307692307,0.0439923076923076,0.3522009615384615,0.117626923076923,43.80799903846154,1.6831634615384616,4.476129807692307,2.3240471153846154,1.3613653846153846,3.396225,83.43846153846154,,wc2026_wiki,12526096.153846152,,,,,Czech Republic,https://upload.wikimedia.org/wikipedia/commons/7/7c/Jan_Hran%C3%A1%C4%8D_-_Fribourg-Gott%C3%A9ron_vs._HKM_Zvolen%2C_24.08.2010.jpg,app/static/players/robin_hran.jpg,
Vladimír Coufal,62,,DF,,CZE,1,1528.7192307692303,0.0398596153846153,0.057951923076923,0.0464625,0.0342192307692307,0.0439923076923076,0.3522009615384615,0.117626923076923,43.80799903846154,1.6831634615384616,4.476129807692307,2.3240471153846154,1.3613653846153846,3.396225,83.43846153846154,,wc2026_wiki,12526096.153846152,,,,,Czech Republic,https://upload.wikimedia.org/wikipedia/commons/e/e1/Vladim%C3%ADr_Coufal_with_West_Ham_United.jpeg,app/static/players/vladim_r_coufal.jpeg,
Štěpán Chaloupek,5,,DF,,CZE,1,1528.7192307692303,0.0398596153846153,0.057951923076923,0.0464625,0.0342192307692307,0.0439923076923076,0.3522009615384615,0.117626923076923,43.80799903846154,1.6831634615384616,4.476129807692307,2.3240471153846154,1.3613653846153846,3.396225,83.43846153846154,,wc2026_wiki,12526096.153846152,,,,,Czech Republic,https://upload.wikimedia.org/wikipedia/commons/2/21/Friedrich_Engels_portrait_%28cropped%29.jpg,app/static/players/t_p_n_chaloupek.jpg,
Ladislav Krejčí,27,,DF,,CZE,1,1528.7192307692303,0.0398596153846153,0.057951923076923,0.0464625,0.0342192307692307,0.0439923076923076,0.3522009615384615,0.117626923076923,43.80799903846154,1.6831634615384616,4.476129807692307,2.3240471153846154,1.3613653846153846,3.396225,83.43846153846154,,wc2026_wiki,12526096.153846152,,,,,Czech Republic,https://upload.wikimedia.org/wikipedia/commons/c/c9/Ladislav_Krej%C4%8D%C3%AD_-_2017_-_Bologna_FC.jpg,app/static/players/ladislav_krej.jpg,
Vladimír Darida,79,,MF,,CZE,1,1477.2462068965517,0.1199848275862068,0.1787027586206896,0.089643448275862,0.0943310344827586,0.1461020689655172,1.0243655172413793,0.3240324137931034,48.97997999999999,3.788375862068965,5.710208965517241,1.7651779310344826,1.0210682758620688,0.468386896551724,87.04482758620689,,wc2026_wiki,20120944.827586208,,,,,Czech Republic,https://upload.wikimedia.org/wikipedia/commons/5/52/Vladim%C3%ADr_Darida_20180601_AUSCZE_3910_%28cropped%29.jpg,app/static/players/vladim_r_darida.jpg,
Adam Hložek,43,,FW,,CZE,1,1529.549044585987,0.3162216560509554,0.1239222929936305,0.2886140127388534,0.2592942675159236,0.1039031847133757,2.0566891719745217,0.7902910828025476,25.25978089171974,3.1846299363057327,2.1735624203821655,0.6796687898089172,0.3587031847133758,0.3488630573248408,73.82675159235669,,wc2026_wiki,25527662.420382164,,,,,Czech Republic,https://upload.wikimedia.org/wikipedia/en/b/be/2024_UEFA_Europa_League_Final_programme.png,app/static/players/adam_hlo_ek.png,
Patrik Schick,53,,FW,,CZE,1,1529.549044585987,0.3162216560509554,0.1239222929936305,0.2886140127388534,0.2592942675159236,0.1039031847133757,2.0566891719745217,0.7902910828025476,25.25978089171974,3.1846299363057327,2.1735624203821655,0.6796687898089172,0.3587031847133758,0.3488630573248408,73.82675159235669,,wc2026_wiki,25527662.420382164,,,,,Czech Republic,https://upload.wikimedia.org/wikipedia/en/b/be/2024_UEFA_Europa_League_Final_programme.png,app/static/players/patrik_schick.png,
Jan Kuchta,31,,FW,,CZE,1,1529.549044585987,0.3162216560509554,0.1239222929936305,0.2886140127388534,0.2592942675159236,0.1039031847133757,2.0566891719745217,0.7902910828025476,25.25978089171974,3.1846299363057327,2.1735624203821655,0.6796687898089172,0.3587031847133758,0.3488630573248408,73.82675159235669,,wc2026_wiki,25527662.420382164,,,,,Czech Republic,https://upload.wikimedia.org/wikipedia/commons/1/1d/Jan_Kuchta_2022.jpg,app/static/players/jan_kuchta.jpg,
Lukáš Červ,17,,MF,,CZE,1,1477.2462068965517,0.1199848275862068,0.1787027586206896,0.089643448275862,0.0943310344827586,0.1461020689655172,1.0243655172413793,0.3240324137931034,48.97997999999999,3.788375862068965,5.710208965517241,1.7651779310344826,1.0210682758620688,0.468386896551724,87.04482758620689,,wc2026_wiki,20120944.827586208,,,,,Czech Republic,https://upload.wikimedia.org/wikipedia/commons/c/ce/Bob_Cerv.jpg,app/static/players/luk_erv.jpg,
Mojmír Chytil,22,,FW,,CZE,1,1529.549044585987,0.3162216560509554,0.1239222929936305,0.2886140127388534,0.2592942675159236,0.1039031847133757,2.0566891719745217,0.7902910828025476,25.25978089171974,3.1846299363057327,2.1735624203821655,0.6796687898089172,0.3587031847133758,0.3488630573248408,73.82675159235669,,wc2026_wiki,25527662.420382164,,,,,Czech Republic,https://upload.wikimedia.org/wikipedia/commons/9/9f/FilipChytil.jpg,app/static/players/mojm_r_chytil.jpg,
David Jurásek,18,,DF,,CZE,1,1528.7192307692303,0.0398596153846153,0.057951923076923,0.0464625,0.0342192307692307,0.0439923076923076,0.3522009615384615,0.117626923076923,43.80799903846154,1.6831634615384616,4.476129807692307,2.3240471153846154,1.3613653846153846,3.396225,83.43846153846154,,wc2026_wiki,12526096.153846152,,,,,Czech Republic,,,
Pavel Šulc,21,,FW,,CZE,1,1529.549044585987,0.3162216560509554,0.1239222929936305,0.2886140127388534,0.2592942675159236,0.1039031847133757,2.0566891719745217,0.7902910828025476,25.25978089171974,3.1846299363057327,2.1735624203821655,0.6796687898089172,0.3587031847133758,0.3488630573248408,73.82675159235669,,wc2026_wiki,25527662.420382164,,,,,Czech Republic,https://upload.wikimedia.org/wikipedia/commons/9/9b/Pavel_%C5%A0ulc_%28cropped%29.jpg,app/static/players/pavel_ulc.jpg,
Jindřich Staněk,14,,GK,,CZE,1,1449.6805555555554,0.0438861111111111,0.0159638888888888,0.0180055555555555,0.0207861111111111,0.0203,0.1474666666666666,0.0930416666666666,26.078188888888892,0.3881305555555555,2.188919444444444,0.1265444444444444,0.0839416666666666,0.8372777777777776,63.07777777777777,,wc2026_wiki,4504305.555555555,,,,,Czech Republic,https://upload.wikimedia.org/wikipedia/commons/f/fd/Jind%C5%99ich_Stan%C4%9Bk_brank%C3%A1%C5%99_FK_Viktorie_Plze%C5%88_%28r._2023%29_%28cropped%29.jpg,app/static/players/jind_ich_stan_k.jpg,
Lukáš Provod,38,,MF,,CZE,1,1477.2462068965517,0.1199848275862068,0.1787027586206896,0.089643448275862,0.0943310344827586,0.1461020689655172,1.0243655172413793,0.3240324137931034,48.97997999999999,3.788375862068965,5.710208965517241,1.7651779310344826,1.0210682758620688,0.468386896551724,87.04482758620689,,wc2026_wiki,20120944.827586208,,,,,Czech Republic,,,
